nm,n,k,
10643.95955,1.549287,0.02134589,
10649.62726,1.54893,0.020822649,
10655.30101,1.54854,0.020319152,
10660.98081,1.548118,0.019838877,
10666.66667,1.547667,0.019385012,
10672.35859,1.547191,0.018960363,
10678.05659,1.546692,0.018567388,
10683.76068,1.546173,0.018207975,
10689.47087,1.545638,0.017883801,
10695.18717,1.545091,0.017595985,
10700.90958,1.544535,0.017345327,
10706.63812,1.543974,0.017132132,
10712.37279,1.54341,0.016956466,
10718.11361,1.542848,0.01681795,
10723.86059,1.54229,0.016715899,
10729.61373,1.54174,0.01664937,
10735.37305,1.5412,0.016617099,
10741.13856,1.540674,0.016617601,
10746.91026,1.540164,0.016649175,
10752.68817,1.539671,0.016709944,
10758.4723,1.539199,0.016797877,
10764.26265,1.538748,0.016910804,
10770.05924,1.538321,0.017046508,
10775.86207,1.537918,0.017202636,
10781.67116,1.537541,0.017376873,
10787.48652,1.537191,0.017566822,
10793.30815,1.536868,0.017770077,
10799.13607,1.536572,0.017984338,
10804.97029,1.536304,0.018207259,
10810.81081,1.536064,0.018436573,
10816.65765,1.535852,0.018670081,
10822.51082,1.535667,0.018905655,
10828.37033,1.53551,0.019141256,
10834.23619,1.535378,0.019374936,
10840.1084,1.535272,0.019604875,
10845.98698,1.535191,0.019829264,
10851.87195,1.535134,0.02004652,
10857.7633,1.535099,0.02025508,
10863.66105,1.535087,0.020453517,
10869.56522,1.535095,0.020640513,
10875.4758,1.535122,0.020814883,
10881.39282,1.535168,0.0209755,
10887.31628,1.53523,0.021121366,
10893.24619,1.535308,0.021251591,
10899.18256,1.535401,0.021365396,
10905.12541,1.535506,0.021462073,
10911.07474,1.535623,0.021541025,
10917.03057,1.53575,0.021601751,
10922.9929,1.535885,0.021643845,
10928.96175,1.536028,0.021666973,
10934.93712,1.536177,0.021670898,
10940.91904,1.536331,0.021655461,
10946.9075,1.536488,0.021620576,
10952.90252,1.536647,0.021566252,
10958.90411,1.536806,0.021492545,
10964.91228,1.536965,0.02139959,
10970.92704,1.537122,0.021287603,
10976.94841,1.537276,0.021156858,
10982.97639,1.537426,0.021007666,
10989.01099,1.537571,0.020840434,
10995.05223,1.537708,0.020655583,
11001.10011,1.537838,0.02045363,
11007.15465,1.53796,0.020235091,
11013.21586,1.538071,0.020000581,
11019.28375,1.538172,0.0197507,
11025.35832,1.538262,0.019486115,
11031.4396,1.538338,0.019207565,
11037.52759,1.538402,0.018915791,
11043.62231,1.538451,0.018611488,
11049.72376,1.538485,0.018295571,
11055.83195,1.538503,0.017968748,
11061.9469,1.538504,0.017631955,
11068.06862,1.538488,0.017286032,
11074.19712,1.538454,0.016931936,
11080.33241,1.538401,0.016570568,
11086.4745,1.538328,0.016202913,
11092.62341,1.538235,0.015830004,
11098.77913,1.538122,0.015452984,
11104.9417,1.537986,0.015072979,
11111.11111,1.537828,0.014691258,
11117.28738,1.537647,0.014309215,
11123.47052,1.537441,0.013928443,
11129.66055,1.537211,0.013550622,
11135.85746,1.536955,0.013177655,
11142.06128,1.536673,0.012811883,
11148.27202,1.536364,0.012455653,
11154.48968,1.536027,0.012111806,
11160.71429,1.535664,0.011783497,
11166.94584,1.535274,0.011474073,
11173.18436,1.534858,0.011187324,
11179.42985,1.534417,0.010927146,
11185.68233,1.533954,0.010697603,
11191.9418,1.533472,0.010502735,
11198.20829,1.532973,0.010346479,
11204.48179,1.532465,0.010232308,
11210.76233,1.531951,0.010163105,
11217.04992,1.531439,0.010140867,
11223.34456,1.530936,0.010166451,
11229.64627,1.53045,0.010239327,
11235.95506,1.52999,0.010357366,
11242.27094,1.529563,0.010516718,
11248.59393,1.529178,0.010711665,
11254.92403,1.528841,0.010934805,
11261.26126,1.528557,0.011177023,
11267.60563,1.52833,0.011427977,
11273.95716,1.528162,0.01167629,
11280.31585,1.528052,0.011910149,
11286.68172,1.527996,0.01211787,
11293.05477,1.527988,0.012288388,
11299.43503,1.52802,0.012412028,
11305.8225,1.528082,0.012480885,
11312.21719,1.528162,0.012489382,
11318.61913,1.528245,0.012434574,
11325.02831,1.528321,0.012316319,
11331.44476,1.528374,0.012137338,
11337.86848,1.528392,0.01190301,
11344.29949,1.528366,0.0116212,
11350.7378,1.528286,0.011301619,
11357.18342,1.528145,0.010955478,
11363.63636,1.527939,0.010594905,
11370.09665,1.527668,0.010232261,
11376.56428,1.527332,0.009879601,
11383.03927,1.526935,0.009548129,
11389.52164,1.526481,0.00924786,
11396.0114,1.525978,0.008987289,
11402.50855,1.525433,0.008773111,
11409.01312,1.524856,0.008610153,
11415.52511,1.524254,0.008501463,
11422.04455,1.523637,0.00844833,
11428.57143,1.523014,0.008450519,
11435.10577,1.522391,0.008506466,
11441.6476,1.521776,0.008613549,
11448.19691,1.521174,0.008768311,
11454.75372,1.520591,0.00896676,
11461.31805,1.520031,0.00920452,
11467.88991,1.519495,0.009477117,
11474.46931,1.518987,0.009780057,
11481.05626,1.518508,0.010108926,
11487.65078,1.518059,0.010459586,
11494.25287,1.51764,0.010828119,
11500.86256,1.517251,0.01121084,
11507.47986,1.516891,0.011604441,
11514.10478,1.51656,0.012005852,
11520.73733,1.516256,0.012412271,
11527.37752,1.515979,0.012821101,
11534.02537,1.515727,0.013230078,
11540.6809,1.515498,0.013637161,
11547.34411,1.51529,0.014040339,
11554.01502,1.515103,0.014438104,
11560.69364,1.514933,0.014828983,
11567.37999,1.514778,0.015211745,
11574.07407,1.514638,0.01558555,
11580.77591,1.514507,0.015949667,
11587.48552,1.514386,0.016303807,
11594.2029,1.51427,0.016648022,
11600.92807,1.514157,0.016982624,
11607.66106,1.514044,0.017308457,
11614.40186,1.513929,0.017626768,
11621.15049,1.513809,0.017939313,
11627.90698,1.513681,0.018248229,
11634.67132,1.513544,0.018556266,
11641.44354,1.513396,0.018866675,
11648.22365,1.513234,0.01918309,
11655.01166,1.513058,0.019509749,
11661.80758,1.512869,0.019851187,
11668.61144,1.512665,0.020212315,
11675.42323,1.512449,0.020598286,
11682.24299,1.512222,0.021014378,
11689.07072,1.511988,0.021465908,
11695.90643,1.51175,0.021957862,
11702.75015,1.511515,0.022495076,
11709.60187,1.511288,0.023081664,
11716.46163,1.511077,0.023721096,
11723.32943,1.510891,0.024415716,
11730.20528,1.510737,0.025166733,
11737.0892,1.510627,0.025973953,
11743.98121,1.510571,0.026835703,
11750.88132,1.510578,0.027748393,
11757.78954,1.51066,0.028706798,
11764.70588,1.510827,0.029703591,
11771.63037,1.511088,0.030729664,
11778.56302,1.511451,0.031774216,
11785.50383,1.511923,0.032824539,
11792.45283,1.512509,0.033866697,
11799.41003,1.513212,0.034885336,
11806.37544,1.514033,0.035864489,
11813.34908,1.514969,0.036787516,
11820.33097,1.516017,0.037637971,
11827.32111,1.517168,0.038399651,
11834.31953,1.518414,0.039057435,
11841.32623,1.519743,0.039597452,
11848.34123,1.521138,0.040007566,
11855.36455,1.522586,0.040277903,
11862.3962,1.524066,0.040400976,
11869.4362,1.525561,0.04037205,
11876.48456,1.527051,0.040189212,
11883.5413,1.528516,0.039853477,
11890.60642,1.529937,0.039368829,
11897.67995,1.531294,0.03874196,
11904.7619,1.532572,0.037982206,
11911.85229,1.533752,0.03710126,
11918.95113,1.534823,0.036112982,
11926.05844,1.535771,0.035032601,
11933.17422,1.536587,0.033877127,
11940.29851,1.537265,0.032664175,
11947.4313,1.537799,0.031412065,
11954.57262,1.538188,0.030139368,
11961.72249,1.538431,0.028864602,
11968.88091,1.538532,0.027605964,
11976.0479,1.538496,0.026381237,
11983.22349,1.538328,0.025207051,
11990.40767,1.53804,0.024099508,
11997.60048,1.53764,0.023073441,
12004.80192,1.537144,0.022142418,
12012.01201,1.536565,0.021318064,
12019.23077,1.535922,0.020610316,
12026.45821,1.535232,0.02002652,
12033.69434,1.534516,0.019571291,
12040.93919,1.533797,0.019245615,
12048.19277,1.533095,0.019046632,
12055.45509,1.532434,0.018967254,
12062.72618,1.531833,0.0189959,
12070.00604,1.531311,0.019116633,
12077.29469,1.530883,0.019309603,
12084.59215,1.530559,0.019551883,
12091.89843,1.530343,0.019818548,
12099.21355,1.530235,0.020084195,
12106.53753,1.530227,0.020324559,
12113.87038,1.530307,0.020518052,
12121.21212,1.530456,0.020647333,
12128.56277,1.530653,0.020700365,
12135.92233,1.530876,0.020671174,
12143.29083,1.531102,0.020559965,
12150.66829,1.53131,0.020372731,
12158.05471,1.531481,0.020120392,
12165.45012,1.531602,0.019817595,
12172.85453,1.531664,0.019481143,
12180.26797,1.531664,0.019128593,
12187.69043,1.531602,0.018776691,
12195.12195,1.531484,0.018440336,
12202.56254,1.531318,0.018131573,
12210.01221,1.531113,0.017859211,
12217.47098,1.530882,0.017628682,
12224.93888,1.530634,0.017442143,
12232.4159,1.530382,0.017298997,
12239.90208,1.530134,0.017196383,
12247.39743,1.529896,0.017129903,
12254.90196,1.529676,0.017094167,
12262.4157,1.529475,0.017083393,
12269.93865,1.529297,0.017091838,
12277.47084,1.529142,0.017114143,
12285.01229,1.52901,0.017145527,
12292.563,1.5289,0.017181906,
12300.123,1.528811,0.017219904,
12307.69231,1.52874,0.017256837,
12315.27094,1.528686,0.017290612,
12322.8589,1.528647,0.017319655,
12330.45623,1.528622,0.017342818,
12338.06292,1.528608,0.017359272,
12345.67901,1.528604,0.017368447,
12353.30451,1.528609,0.017369959,
12360.93943,1.528621,0.017363562,
12368.5838,1.528639,0.017349104,
12376.23762,1.528664,0.017326507,
12383.90093,1.528692,0.017295743,
12391.57373,1.528724,0.01725682,
12399.25604,1.528759,0.017209766,
12406.94789,1.528797,0.017154649,
12414.64929,1.528835,0.017091531,
12422.36025,1.528875,0.017020506,
12430.0808,1.528915,0.016941675,
12437.81095,1.528955,0.016855144,
12445.55072,1.528995,0.016761045,
12453.30012,1.529033,0.016659515,
12461.05919,1.529069,0.016550688,
12468.82793,1.529103,0.016434729,
12476.60636,1.529135,0.016311805,
12484.39451,1.529164,0.016182076,
12492.19238,1.529189,0.016045736,
12500,1.52921,0.015902961,
12507.81739,1.529228,0.015753962,
12515.64456,1.52924,0.015598928,
12523.48153,1.529248,0.015438086,
12531.32832,1.529251,0.015271636,
12539.18495,1.529248,0.0150998,
12547.05144,1.529239,0.014922821,
12554.92781,1.529224,0.014740915,
12562.81407,1.529202,0.014554335,
12570.71025,1.529174,0.014363304,
12578.61635,1.529139,0.014168062,
12586.53241,1.529096,0.013968876,
12594.45844,1.529045,0.013765952,
12602.39445,1.528987,0.01355958,
12610.34048,1.528921,0.013349989,
12618.29653,1.528846,0.01313743,
12626.26263,1.528763,0.012922174,
12634.23879,1.52867,0.012704431,
12642.22503,1.528569,0.012484492,
12650.22138,1.528458,0.012262585,
12658.22785,1.528338,0.012038934,
12666.24446,1.528207,0.011813829,
12674.27123,1.528067,0.011587489,
12682.30818,1.527916,0.011360155,
12690.35533,1.527754,0.011132042,
12698.4127,1.527581,0.010903427,
12706.4803,1.527397,0.010674497,
12714.55817,1.527201,0.010445523,
12722.64631,1.526992,0.010216687,
12730.74475,1.526772,0.009988234,
12738.8535,1.526538,0.009760389,
12746.97259,1.52629,0.009533356,
12755.10204,1.526028,0.009307394,
12763.24186,1.525752,0.00908275,
12771.39208,1.525459,0.008859698,
12779.55272,1.52515,0.008638551,
12787.72379,1.524824,0.008419659,
12795.90531,1.524478,0.008203478,
12804.09731,1.524113,0.007990608,
12812.29981,1.523725,0.007781799,
12820.51282,1.523314,0.007578031,
12828.73637,1.522878,0.007380552,
12836.97047,1.522413,0.007191098,
12845.21516,1.521919,0.007011806,
12853.47044,1.521392,0.006845462,
12861.73633,1.52083,0.006695567,
12870.01287,1.520231,0.006566474,
12878.30006,1.519592,0.006463388,
12886.59794,1.518913,0.006392534,
12894.90651,1.518193,0.006361071,
12903.22581,1.517432,0.006377048,
12911.55584,1.516633,0.006449212,
12919.89664,1.515799,0.006586761,
12928.24822,1.514938,0.006798878,
12936.61061,1.514056,0.007094295,
12944.98382,1.513165,0.007480597,
12953.36788,1.512278,0.007963714,
12961.7628,1.511409,0.008546953,
12970.16861,1.510576,0.009230721,
12978.58533,1.509794,0.010011574,
12987.01299,1.50908,0.010882406,
12995.45159,1.50845,0.011831816,
13003.90117,1.507916,0.012844936,
13012.36174,1.507488,0.013903829,
13020.83333,1.507169,0.014988244,
13029.31596,1.506959,0.016077052,
13037.80965,1.506852,0.017150032,
13046.31442,1.506837,0.018188816,
13054.83029,1.506897,0.019178878,
13063.35728,1.507013,0.020110381,
13071.89542,1.507163,0.020979757,
13080.44474,1.507325,0.021789619,
13089.00524,1.507479,0.022549185,
13097.57695,1.507606,0.023273391,
13106.1599,1.507696,0.023982418,
13114.7541,1.50774,0.024699586,
13123.35958,1.50774,0.025450001,
13131.97636,1.507704,0.02625886,
13140.60447,1.507645,0.027148914,
13149.24392,1.507586,0.028139153,
13157.89474,1.507552,0.029243366,
13166.55695,1.507574,0.030468166,
13175.23057,1.507683,0.031813976,
13183.91562,1.507911,0.033272283,
13192.61214,1.508289,0.034828445,
13201.32013,1.508844,0.036460304,
13210.03963,1.509598,0.038140177,
13218.77065,1.510569,0.039836132,
13227.51323,1.511765,0.041512455,
13236.26737,1.513191,0.043132322,
13245.03311,1.514843,0.044658071,
13253.81047,1.51671,0.046053733,
13262.59947,1.518776,0.047285199,
13271.40013,1.521018,0.048322107,
13280.21248,1.523409,0.049138549,
13289.03654,1.525918,0.049713257,
13297.87234,1.528512,0.050030617,
13306.71989,1.531156,0.050080491,
13315.57923,1.533813,0.049858498,
13324.45037,1.536447,0.049365913,
13333.33333,1.539025,0.048609154,
13342.22815,1.541514,0.047599566,
13351.13485,1.543883,0.046353139,
13360.05344,1.546106,0.044889286,
13368.98396,1.548159,0.043230757,
13377.92642,1.550024,0.041403135,
13386.88086,1.551684,0.039433177,
13395.84729,1.553129,0.037349388,
13404.82574,1.554353,0.03517997,
13413.81623,1.555353,0.032953234,
13422.81879,1.556131,0.030696675,
13431.83345,1.556691,0.028436835,
13440.86022,1.557041,0.026197277,
13449.89913,1.557193,0.024001317,
13458.9502,1.557159,0.021867503,
13468.01347,1.556955,0.019813249,
13477.08895,1.556597,0.017853125,
13486.17667,1.556103,0.015998178,
13495.27665,1.55549,0.014257028,
13504.38893,1.554776,0.01263561,
13513.51351,1.553979,0.011137333,
13522.65044,1.553115,0.009763519,
13531.79973,1.552201,0.008512721,
13540.96141,1.551251,0.00738259,
13550.1355,1.550279,0.006368448,
13559.32203,1.549296,0.005465114,
13568.52103,1.548313,0.004665932,
13577.73252,1.547339,0.003963634,
13586.95652,1.546382,0.003350865,
13596.19307,1.545447,0.00281961,
13605.44218,1.544539,0.002362224,
13614.70388,1.543663,0.001970933,
13623.9782,1.54282,0.00163829,
13633.26517,1.542013,0.001357349,
13642.5648,1.541241,0.001121594,
13651.87713,1.540505,0.000924905,
13661.20219,1.539805,0.000761827,
13670.53999,1.53914,0.000627392,
13679.89056,1.538508,0.000517241,
13689.25394,1.537907,0.000427458,
13698.63014,1.537337,0.000354691,
13708.01919,1.536796,0.000295995,
13717.42112,1.536281,0.000248875,
13726.83596,1.535791,0.000211227,
13736.26374,1.535323,0.000181255,
13745.70447,1.534878,0.000157478,
13755.15818,1.534452,0.000138667,
13764.62491,1.534044,0.000123809,
13774.10468,1.533653,0.000112087,
13783.59752,1.533277,0.000102835,
13793.10345,1.532916,9.55E-05,
13802.6225,1.532567,8.97E-05,
13812.1547,1.532231,8.51E-05,
13821.70007,1.531905,8.14E-05,
13831.25864,1.53159,7.84E-05,
13840.83045,1.531285,7.59E-05,
13850.41551,1.530988,7.39E-05,
13860.01386,1.530699,7.22E-05,
13869.62552,1.530418,7.07E-05,
13879.25052,1.530144,6.95E-05,
13888.88889,1.529876,6.84E-05,
13898.54065,1.529614,0.000067432,
13908.20584,1.529358,6.66E-05,
13917.88448,1.529107,6.58E-05,
13927.5766,1.52886,6.51E-05,
13937.28223,1.528618,6.44E-05,
13947.00139,1.52838,6.38E-05,
13956.73412,1.528146,6.33E-05,
13966.48045,1.527915,0.000062804,
13976.24039,1.527687,6.24E-05,
13986.01399,1.527461,6.20E-05,
13995.80126,1.527239,6.16E-05,
14005.60224,1.527018,6.14E-05,
14015.41696,1.526798,6.13E-05,
14025.24544,1.52658,6.13E-05,
14035.08772,1.526363,6.15E-05,
14044.94382,1.526147,6.20E-05,
14054.81377,1.525931,0.000062892,
14064.69761,1.525714,6.43E-05,
14074.59536,1.525497,6.65E-05,
14084.50704,1.525278,6.96E-05,
14094.4327,1.525057,7.41E-05,
14104.37236,1.524834,8.03E-05,
14114.32604,1.524608,0.000088856,
14124.29379,1.524378,0.000100421,
14134.27562,1.524144,0.000115845,
14144.27157,1.523905,0.00013616,
14154.28167,1.523662,0.00016258,
14164.30595,1.523412,0.000196539,
14174.34444,1.523157,0.00023966,
14184.39716,1.522897,0.000293786,
14194.46416,1.522632,0.000360919,
14204.54545,1.522362,0.000443199,
14214.64108,1.52209,0.000542845,
14224.75107,1.521816,0.000662091,
14234.87544,1.521544,0.000803013,
14245.01425,1.521275,0.000967541,
14255.1675,1.521015,0.001157183,
14265.33524,1.520765,0.001372996,
14275.51749,1.520532,0.001615276,
14285.71429,1.52032,0.001883657,
14295.92566,1.520134,0.002176736,
14306.15165,1.519979,0.002492159,
14316.39227,1.51986,0.002826388,
14326.64756,1.519782,0.003174823,
14336.91756,1.519748,0.003531862,
14347.2023,1.519762,0.003890845,
14357.50179,1.519825,0.004244439,
14367.81609,1.519938,0.004584661,
14378.14522,1.520099,0.004903368,
14388.48921,1.520307,0.005192378,
14398.84809,1.520556,0.005444005,
14409.2219,1.520842,0.005651224,
14419.61067,1.521156,0.005808149,
14430.01443,1.521492,0.005910186,
14440.43321,1.521839,0.005954351,
14450.86705,1.522189,0.005939348,
14461.31598,1.522531,0.00586567,
14471.78003,1.522857,0.005735549,
14482.25923,1.523159,0.005552852,
14492.75362,1.523428,0.005322928,
14503.26323,1.523658,0.005052256,
14513.7881,1.523845,0.004748226,
14524.32825,1.523984,0.004418784,
14534.88372,1.524074,0.004072098,
14545.45455,1.524115,0.003716281,
14556.04076,1.524108,0.003358938,
14566.64239,1.524054,0.003007073,
14577.25948,1.523958,0.002666843,
14587.89205,1.523823,0.002343419,
14598.54015,1.523655,0.002040916,
14609.2038,1.523457,0.001762415,
14619.88304,1.523235,0.001509839,
14630.57791,1.522994,0.001284286,
14641.28843,1.522739,0.001085967,
14652.01465,1.522473,0.000914418,
14662.7566,1.5222,0.000768547,
14673.51431,1.521924,0.000646933,
14684.28781,1.521646,0.000547871,
14695.07715,1.521369,0.000469525,
14705.88235,1.521094,0.000410031,
14716.70346,1.520823,0.000367627,
14727.5405,1.520555,0.000340664,
14738.39352,1.520291,0.000327708,
14749.26254,1.520032,0.000327546,
