nm,n,k,
7530.120482,1.423089,0.017523587,
7532.956685,1.422522,0.017586262,
7535.795026,1.421952,0.017657252,
7538.635507,1.421378,0.017736595,
7541.47813,1.420801,0.017824365,
7544.322897,1.420221,0.017920534,
7547.169811,1.419639,0.018025135,
7550.018875,1.419054,0.018138165,
7552.870091,1.418467,0.018259612,
7555.723461,1.417878,0.018389417,
7558.578987,1.417286,0.018527579,
7561.436673,1.416693,0.018674056,
7564.29652,1.416099,0.018828796,
7567.158532,1.415503,0.018991693,
7570.02271,1.414905,0.019162718,
7572.889057,1.414307,0.019341794,
7575.757576,1.413707,0.019528834,
7578.628268,1.413107,0.019723691,
7581.501137,1.412505,0.019926313,
7584.376185,1.411903,0.020136652,
7587.253414,1.4113,0.020354417,
7590.132827,1.410697,0.020579663,
7593.014427,1.410093,0.020812141,
7595.898215,1.409489,0.021051846,
7598.784195,1.408884,0.021298512,
7601.672368,1.408278,0.021552062,
7604.562738,1.407672,0.02181228,
7607.455306,1.407066,0.022079159,
7610.350076,1.406459,0.022352404,
7613.24705,1.405852,0.022631936,
7616.14623,1.405243,0.022917601,
7619.047619,1.404634,0.023209244,
7621.95122,1.404024,0.023506715,
7624.857034,1.403413,0.023809778,
7627.765065,1.402801,0.024118366,
7630.675315,1.402187,0.024432335,
7633.587786,1.401571,0.024751549,
7636.502482,1.400954,0.025075878,
7639.419404,1.400334,0.025405203,
7642.338556,1.399712,0.025739329,
7645.259939,1.399086,0.026078343,
7648.183556,1.398457,0.026421994,
7651.109411,1.397825,0.026770323,
7654.037505,1.397188,0.027123306,
7656.967841,1.396546,0.027480954,
7659.900421,1.395898,0.027843312,
7662.835249,1.395245,0.028210372,
7665.772327,1.394585,0.028582467,
7668.711656,1.393917,0.028959593,
7671.653241,1.393242,0.029342108,
7674.597084,1.392557,0.029730346,
7677.543186,1.391862,0.030124721,
7680.491551,1.391156,0.030525742,
7683.442182,1.390439,0.03093402,
7686.395081,1.389708,0.031350283,
7689.35025,1.388965,0.03177527,
7692.307692,1.388206,0.032210199,
7695.267411,1.387432,0.032655982,
7698.229407,1.38664,0.033114163,
7701.193685,1.385831,0.033585981,
7704.160247,1.385004,0.034073223,
7707.129094,1.384156,0.034577756,
7710.100231,1.383289,0.035101649,
7713.07366,1.382399,0.035647189,
7716.049383,1.381489,0.036216878,
7719.027403,1.380556,0.036813443,
7722.007722,1.3796,0.037439829,
7724.990344,1.378622,0.038099198,
7727.97527,1.377622,0.038794732,
7730.962505,1.376601,0.039530359,
7733.952049,1.375558,0.040309636,
7736.943907,1.374497,0.041136231,
7739.93808,1.373417,0.042014576,
7742.934572,1.372323,0.042948298,
7745.933385,1.371216,0.043941999,
7748.934522,1.370099,0.04499926,
7751.937984,1.368977,0.046124652,
7754.943777,1.367854,0.047321465,
7757.951901,1.366734,0.048593638,
7760.962359,1.365624,0.049944889,
7763.975155,1.364529,0.051377493,
7766.990291,1.363457,0.052894695,
7770.00777,1.362415,0.054497646,
7773.027594,1.36141,0.056188011,
7776.049767,1.360451,0.057966787,
7779.07429,1.359548,0.059832745,
7782.101167,1.358708,0.061785094,
7785.130401,1.357942,0.06382213,
7788.161994,1.357259,0.065939489,
7791.195949,1.356668,0.068133819,
7794.232268,1.356178,0.070398387,
7797.270955,1.355799,0.07272756,
7800.312012,1.35554,0.075112159,
7803.355443,1.355407,0.077544254,
7806.401249,1.355409,0.080012957,
7809.449434,1.355551,0.082506288,
7812.5,1.355839,0.085013224,
7815.55295,1.356276,0.087519978,
7818.608288,1.356865,0.090012695,
7821.666015,1.357606,0.092476352,
7824.726135,1.3585,0.094897453,
7827.78865,1.359543,0.097260439,
7830.853563,1.360733,0.099551006,
7833.920877,1.362061,0.101753369,
7836.990596,1.363523,0.103853994,
7840.062721,1.365107,0.105839453,
7843.137255,1.366804,0.107697695,
7846.214202,1.368601,0.10941639,
7849.293564,1.370485,0.110986333,
7852.375344,1.37244,0.112398136,
7855.459544,1.374451,0.113645553,
7858.546169,1.376501,0.114722999,
7861.63522,1.378573,0.115627124,
7864.726701,1.380649,0.116356504,
7867.820614,1.382712,0.116911682,
7870.916962,1.384743,0.117295256,
7874.015748,1.386724,0.117511519,
7877.116975,1.38864,0.11756699,
7880.220646,1.390473,0.117469896,
7883.326764,1.392209,0.117230204,
7886.435331,1.393833,0.116859575,
7889.546351,1.395332,0.116371164,
7892.659826,1.396696,0.115779313,
7895.77576,1.397913,0.115099995,
7898.894155,1.398977,0.114349543,
7902.015014,1.399881,0.113545795,
7905.13834,1.400621,0.11270641,
7908.264136,1.401194,0.111850033,
7911.392405,1.4016,0.110995286,
7914.52315,1.401841,0.110160551,
7917.656374,1.40192,0.109364582,
7920.792079,1.401843,0.108624873,
7923.930269,1.401617,0.107958861,
7927.070947,1.401251,0.107382926,
7930.214116,1.400758,0.106912409,
7933.359778,1.400148,0.106561362,
7936.507937,1.399437,0.106342712,
7939.658595,1.398639,0.106267576,
7942.811755,1.397771,0.106345593,
7945.967422,1.39685,0.106584551,
7949.125596,1.395896,0.106990483,
7952.286282,1.394926,0.107567144,
7955.449483,1.393961,0.108316759,
7958.615201,1.393018,0.109239097,
7961.783439,1.392119,0.110332267,
7964.954202,1.391282,0.111591495,
7968.12749,1.390526,0.113011136,
7971.303308,1.389869,0.114582666,
7974.481659,1.389328,0.116296406,
7977.662545,1.388919,0.118139606,
7980.84597,1.388656,0.12009961,
7984.031936,1.388553,0.122160909,
7987.220447,1.388622,0.124307092,
7990.411506,1.388872,0.126521144,
7993.605116,1.389311,0.128784018,
7996.801279,1.389946,0.131076442,
8000,1.39078,0.133378622,
8003.201281,1.391815,0.135671024,
8006.405124,1.393052,0.137932907,
8009.611534,1.394487,0.140144251,
8012.820513,1.396117,0.142285405,
8016.032064,1.397935,0.144337787,
8019.246191,1.399934,0.146282566,
8022.462896,1.402104,0.148102832,
8025.682183,1.404432,0.149781489,
8028.904055,1.406907,0.151304418,
8032.128514,1.409515,0.152657659,
8035.355564,1.412239,0.153829457,
8038.585209,1.415064,0.154809034,
8041.817451,1.417972,0.155587626,
8045.052293,1.420947,0.156158289,
8048.289738,1.423969,0.156515478,
8051.529791,1.427019,0.156655594,
8054.772453,1.430081,0.156576709,
8058.017728,1.433135,0.156278565,
8061.265619,1.436163,0.155762602,
8064.516129,1.439148,0.155031635,
8067.769262,1.442071,0.154090279,
8071.02502,1.444917,0.152944472,
8074.283407,1.447669,0.151601126,
8077.544426,1.450313,0.150068974,
8080.808081,1.452835,0.14835761,
8084.074373,1.455221,0.146477159,
8087.343308,1.45746,0.144439492,
8090.614887,1.459541,0.142256317,
8093.889114,1.461454,0.139941001,
8097.165992,1.463191,0.137506966,
8100.445525,1.464745,0.134967422,
8103.727715,1.46611,0.13233706,
8107.012566,1.46728,0.12962953,
8110.300081,1.468253,0.126859825,
8113.590264,1.469026,0.12404161,
8116.883117,1.469597,0.121190425,
8120.178644,1.469968,0.118318209,
8123.476848,1.470138,0.115440661,
8126.777733,1.470109,0.112569682,
8130.081301,1.469884,0.109718085,
8133.387556,1.469467,0.106898822,
8136.696501,1.468862,0.104122928,
8140.00814,1.468075,0.101402758,
8143.322476,1.46711,0.098746781,
8146.639511,1.465975,0.096165971,
8149.95925,1.464675,0.093669273,
8153.281696,1.463219,0.091264337,
8156.606852,1.461613,0.088959233,
8159.934721,1.459865,0.086760694,
8163.265306,1.457981,0.084673783,
8166.598612,1.455972,0.082705331,
8169.934641,1.453843,0.080859077,
8173.273396,1.451603,0.079139145,
8176.614881,1.449259,0.077549447,
8179.9591,1.446817,0.076092602,
8183.306056,1.444286,0.07477148,
8186.655751,1.441672,0.073588173,
8190.00819,1.438982,0.072544223,
8193.363376,1.436219,0.071641255,
8196.721311,1.433393,0.070880886,
8200.082001,1.430506,0.070264263,
8203.445447,1.427564,0.069792846,
8206.811654,1.424572,0.069467918,
8210.180624,1.421534,0.069291099,
8213.552361,1.418455,0.069264118,
8216.926869,1.415338,0.069389046,
8220.304151,1.412187,0.069668324,
8223.684211,1.409006,0.070104823,
8227.067051,1.4058,0.070701697,
8230.452675,1.402573,0.071462605,
8233.841087,1.399328,0.072392134,
8237.23229,1.396072,0.073494275,
8240.626288,1.39281,0.074774841,
8244.023083,1.389549,0.076238718,
8247.42268,1.386296,0.077891533,
8250.825083,1.38306,0.079739529,
8254.230293,1.379849,0.081788672,
8257.638315,1.376676,0.084044267,
8261.049153,1.373551,0.086512293,
8264.46281,1.370489,0.089197116,
8267.879289,1.367504,0.09210352,
8271.298594,1.364613,0.095234731,
8274.720728,1.361834,0.098592682,
8278.145695,1.359186,0.102176049,
8281.573499,1.356689,0.105985713,
8285.004143,1.354364,0.110016315,
8288.43763,1.352234,0.114262681,
8291.873964,1.350321,0.118716164,
8295.313148,1.348648,0.123364217,
8298.755187,1.347237,0.128193387,
8302.200083,1.34611,0.133185023,
8305.647841,1.345287,0.138319624,
8309.098463,1.344788,0.14357358,
8312.551953,1.344628,0.148920393,
8316.008316,1.344822,0.154329668,
8319.467554,1.34538,0.15976987,
8322.929671,1.346312,0.165209987,
8326.394671,1.347619,0.170612603,
8329.862557,1.349303,0.17594301,
8333.333333,1.351357,0.181164861,
8336.807003,1.353774,0.186240885,
8340.28357,1.35654,0.191136956,
8343.763037,1.359638,0.195819181,
8347.245409,1.363045,0.200254712,
8350.730689,1.366736,0.204415315,
8354.218881,1.370684,0.208274725,
8357.709987,1.374857,0.211810147,
8361.204013,1.37922,0.215001926,
8364.700962,1.383738,0.217836003,
8368.200837,1.388374,0.220301744,
8371.703642,1.393091,0.222392871,
8375.20938,1.397849,0.224107124,
8378.718056,1.402612,0.225447382,
8382.229673,1.407343,0.226420162,
8385.744235,1.412007,0.227035918,
8389.261745,1.41657,0.227308748,
8392.782207,1.421002,0.227256294,
8396.305626,1.425274,0.226899015,
8399.832003,1.429361,0.226259973,
8403.361345,1.43324,0.225364421,
8406.893653,1.436891,0.224239645,
8410.428932,1.4403,0.222913799,
8413.967186,1.443454,0.221416095,
8417.508418,1.446345,0.219776206,
8421.052632,1.448966,0.218024252,
8424.599832,1.451316,0.216188824,
8428.150021,1.453395,0.214299369,
8431.703204,1.455209,0.21238306,
8435.259384,1.456762,0.210466097,
8438.818565,1.458066,0.208573036,
8442.380751,1.459131,0.206726957,
8445.945946,1.45997,0.204947659,
8449.514153,1.460599,0.203254312,
8453.085376,1.461034,0.201662581,
8456.659619,1.461291,0.200186146,
8460.236887,1.46139,0.198836284,
8463.817182,1.461348,0.197621884,
8467.400508,1.461183,0.196549507,
8470.98687,1.460913,0.195623662,
8474.576271,1.460556,0.194846164,
8478.168716,1.460128,0.194217606,
8481.764207,1.459645,0.193736282,
8485.362749,1.459122,0.193399091,
8488.964346,1.458572,0.193201562,
8492.569002,1.458007,0.193138081,
8496.17672,1.457438,0.19320212,
8499.787505,1.456872,0.193386474,
8503.401361,1.456318,0.193683493,
8507.01829,1.45578,0.194085211,
8510.638298,1.455264,0.194583949,
8514.261388,1.454772,0.195171994,
8517.887564,1.454305,0.195841987,
8521.51683,1.453863,0.196587627,
8525.14919,1.453445,0.197402803,
8528.784648,1.453048,0.198282836,
8532.423208,1.452669,0.199224214,
8536.064874,1.452304,0.200224052,
8539.70965,1.451949,0.201281424,
8543.35754,1.451598,0.202396916,
8547.008547,1.451246,0.203571928,
8550.662676,1.450889,0.204810175,
8554.319932,1.450521,0.206117066,
8557.980317,1.450139,0.207498823,
8561.643836,1.449739,0.208964139,
8565.310493,1.449318,0.210523032,
8568.980291,1.448877,0.212187399,
8572.653236,1.448415,0.213969462,
8576.329331,1.447936,0.215884139,
8580.00858,1.447445,0.217945785,
8583.690987,1.44695,0.220170696,
8587.376556,1.446461,0.222575723,
8591.065292,1.445991,0.225176769,
8594.757198,1.445558,0.227989156,
8598.452279,1.445182,0.231029084,
8602.150538,1.444887,0.234309513,
8605.851979,1.4447,0.237841884,
8609.556608,1.444652,0.241634074,
8613.264427,1.444776,0.245692992,
8616.975442,1.44511,0.25002005,
8620.689655,1.445692,0.254609966,
8624.407072,1.446562,0.25945486,
8628.127696,1.447763,0.26454015,
8631.851532,1.449337,0.269846153,
8635.578584,1.451324,0.275344498,
8639.308855,1.453763,0.281000046,
8643.042351,1.45669,0.286774714,
8646.779075,1.460138,0.292620643,
8650.519031,1.464132,0.298485427,
8654.262224,1.468693,0.304312865,
8658.008658,1.473834,0.310039015,
8661.758337,1.47956,0.31560174,
8665.511265,1.485867,0.320932427,
8669.267447,1.492744,0.325966518,
8673.026886,1.500169,0.33063698,
8676.789588,1.508114,0.334881003,
8680.555556,1.516537,0.338636731,
8684.324794,1.525396,0.341850403,
8688.097307,1.534635,0.344471728,
8691.873099,1.544197,0.346458054,
8695.652174,1.554015,0.347774288,
8699.434537,1.564024,0.348393469,
8703.220191,1.574153,0.348297043,
8707.009142,1.584329,0.347475024,
8710.801394,1.594479,0.345926324,
8714.59695,1.604533,0.34365838,
8718.395815,1.614422,0.34068614,
8722.197994,1.624075,0.337034213,
8726.00349,1.633435,0.332731661,
8729.812309,1.642442,0.327815159,
8733.624454,1.651041,0.322329537,
8737.43993,1.659189,0.316320307,
8741.258741,1.666842,0.309840367,
8745.080892,1.673969,0.302943288,
8748.906387,1.680541,0.295689212,
8752.73523,1.686539,0.288133911,
8756.567426,1.691949,0.28033811,
8760.402979,1.696767,0.272359145,
8764.241893,1.70099,0.264256495,
8768.084174,1.704626,0.256086238,
8771.929825,1.707687,0.247901957,
8775.77885,1.71019,0.239752485,
8779.631255,1.712157,0.23168639,
8783.487044,1.713614,0.223746533,
8787.346221,1.714592,0.215969846,
8791.208791,1.715121,0.208391835,
8795.074758,1.715238,0.201040143,
8798.944127,1.714978,0.193942004,
8802.816901,1.714378,0.18711265,
8806.693087,1.713477,0.180571028,
8810.572687,1.71231,0.174324695,
8814.455707,1.710916,0.168380896,
8818.342152,1.709327,0.162740436,
8822.232025,1.70758,0.157402798,
8826.125331,1.705704,0.152362988,
8830.022075,1.703728,0.147612236,
8833.922261,1.701681,0.143141315,
8837.825895,1.699584,0.138937149,
8841.73298,1.697462,0.134986828,
8845.643521,1.69533,0.131274637,
8849.557522,1.693207,0.127785611,
8853.474989,1.691106,0.124503549,
8857.395926,1.689037,0.121411548,
8861.320337,1.687009,0.118494151,
8865.248227,1.685028,0.115735111,
8869.179601,1.6831,0.113119924,
8873.114463,1.681228,0.110633785,
8877.052818,1.679412,0.108263796,
8880.994671,1.677654,0.105997509,
8884.940027,1.675952,0.103823091,
8888.888889,1.674305,0.101730234,
8892.841263,1.672711,0.099710067,
8896.797153,1.671166,0.097754314,
8900.756564,1.669667,0.095855321,
8904.719501,1.668211,0.094006771,
8908.685969,1.666795,0.09220357,
8912.655971,1.665413,0.090440709,
8916.629514,1.664064,0.088714614,
8920.606601,1.662743,0.087022018,
8924.587238,1.661446,0.085359598,
8928.571429,1.660171,0.083726183,
8932.559178,1.658915,0.082119119,
8936.550492,1.657674,0.080537743,
8940.545373,1.656446,0.078981082,
8944.543828,1.655229,0.077448152,
8948.545861,1.654021,0.075938519,
8952.551477,1.65282,0.074452234,
8956.560681,1.651623,0.072988926,
8960.573477,1.650431,0.07154893,
8964.58987,1.64924,0.070132116,
8968.609865,1.648051,0.068738725,
8972.633468,1.646862,0.067369322,
8976.660682,1.645672,0.066023978,
8980.691513,1.644482,0.064703322,
8984.725966,1.64329,0.063407486,
8988.764045,1.642096,0.062136874,
8992.805755,1.640899,0.06089213,
8996.851102,1.639701,0.059673409,
9000.90009,1.6385,0.058481103,
9004.952724,1.637296,0.057315813,
9009.009009,1.63609,0.056177451,
9013.06895,1.634882,0.05506701,
9017.132552,1.633671,0.05398416,
9021.19982,1.632459,0.052929615,
9025.270758,1.631246,0.051903433,
9029.345372,1.630032,0.05090605,
9033.423668,1.628817,0.049937482,
9037.505648,1.627602,0.048997917,
9041.59132,1.626388,0.048087517,
9045.680687,1.625174,0.047206575,
9049.773756,1.623962,0.046355016,
9053.87053,1.622752,0.045532907,
9057.971014,1.621544,0.044740285,
9062.075215,1.62034,0.043977297,
9066.183137,1.61914,0.043243764,
9070.294785,1.617945,0.042539625,
9074.410163,1.616754,0.041864787,
9078.529278,1.61557,0.041219243,
9082.652134,1.614393,0.040602588,
9086.778737,1.613223,0.040014863,
9090.909091,1.612061,0.039455718,
9095.043201,1.610908,0.038924991,
9099.181074,1.609764,0.038422183,
9103.322713,1.608631,0.037947154,
9107.468124,1.607509,0.037499439,
9111.617312,1.606398,0.037078641,
9115.770283,1.6053,0.036684325,
9119.927041,1.604215,0.036316023,
9124.087591,1.603145,0.035973296,
9128.25194,1.602088,0.035655538,
9132.420091,1.601047,0.035362128,
9136.592051,1.600022,0.035092576,
9140.767824,1.599013,0.034846195,
9144.947417,1.598021,0.034622322,
9149.130833,1.597047,0.0344203,
9153.318078,1.596091,0.034239332,
9157.509158,1.595154,0.034078708,
9161.704077,1.594237,0.033937674,
9165.902841,1.593339,0.033815376,
9170.105456,1.592462,0.033711031,
9174.311927,1.591605,0.033623765,
9178.522258,1.590769,0.033552703,
9182.736455,1.589955,0.033496944,
9186.954525,1.589163,0.033455598,
9191.176471,1.588393,0.033427724,
9195.402299,1.587645,0.033412377,
9199.632015,1.58692,0.0334086,
9203.865624,1.586217,0.033415425,
9208.103131,1.585538,0.033431875,
9212.344542,1.584881,0.033456964,
9216.589862,1.584247,0.033489701,
9220.839096,1.583637,0.033529094,
9225.092251,1.583049,0.033574149,
9229.349331,1.582485,0.033623873,
9233.610342,1.581943,0.033677276,
9237.875289,1.581424,0.033733377,
9242.144177,1.580927,0.033791212,
9246.417013,1.580453,0.033849795,
9250.693802,1.580001,0.033908185,
9254.974549,1.57957,0.033965446,
9259.259259,1.57916,0.034020669,
9263.547939,1.578771,0.034072935,
9267.840593,1.578402,0.034121384,
9272.137228,1.578053,0.034165151,
9276.437848,1.577724,0.034203401,
9280.742459,1.577413,0.034235347,
9285.051068,1.577121,0.034260208,
9289.363679,1.576845,0.034277246,
9293.680297,1.576587,0.034285746,
9298.00093,1.576345,0.034285039,
9302.325581,1.576119,0.034274484,
9306.654258,1.575907,0.034253483,
9310.986965,1.575709,0.034221467,
9315.323707,1.575524,0.034177915,
9319.664492,1.575351,0.034122334,
9324.009324,1.57519,0.034054303,
9328.358209,1.57504,0.033973397,
9332.711153,1.5749,0.033879289,
9337.068161,1.574768,0.033771633,
9341.429239,1.574645,0.033650172,
9345.794393,1.574528,0.033514656,
9350.163628,1.574418,0.03336495,
9354.53695,1.574314,0.033200859,
9358.914366,1.574214,0.033022314,
9363.29588,1.574117,0.032829225,
9367.681499,1.574024,0.032621649,
9372.071228,1.573932,0.032399542,
9376.465073,1.573842,0.032163012,
9380.863039,1.573752,0.031912123,
9385.265134,1.573661,0.031647116,
9389.671362,1.573568,0.031368084,
9394.081729,1.573474,0.031075246,
9398.496241,1.573377,0.030768965,
9402.914904,1.573275,0.030449428,
9407.337723,1.57317,0.030117015,
9411.764706,1.573059,0.029772023,
9416.195857,1.572942,0.029414897,
9420.631182,1.572819,0.029046052,
9425.070688,1.572689,0.028665931,
9429.51438,1.572551,0.028274929,
9433.962264,1.572404,0.027873529,
9438.414346,1.572249,0.027462383,
9442.870633,1.572084,0.027041872,
9447.331129,1.571909,0.026612536,
9451.795841,1.571724,0.026175009,
9456.264775,1.571529,0.025729863,
9460.737938,1.571322,0.025277602,
9465.215334,1.571104,0.024818895,
9469.69697,1.570874,0.024354343,
9474.182852,1.570632,0.023884468,
9478.672986,1.570377,0.023409961,
9483.167378,1.57011,0.022931347,
9487.666034,1.569831,0.022449237,
9492.168961,1.569538,0.021964408,
9496.676163,1.569232,0.021477296,
9501.187648,1.568913,0.020988503,
9505.703422,1.568581,0.020498706,
9510.22349,1.568236,0.02000841,
9514.747859,1.567877,0.019518276,
9519.276535,1.567506,0.019028786,
9523.809524,1.56712,0.018540583,
9528.346832,1.566722,0.018054124,
9532.888465,1.566311,0.017570023,
9537.43443,1.565886,0.017088712,
9541.984733,1.565449,0.016610774,
9546.539379,1.564998,0.016136609,
9551.098376,1.564535,0.015666684,
9555.66173,1.56406,0.015201531,
9560.229446,1.563572,0.0147415,
9564.80153,1.563072,0.014287083,
9569.37799,1.56256,0.013838596,
9573.958832,1.562037,0.013396494,
9578.544061,1.561502,0.012961057,
9583.133685,1.560955,0.012532627,
9587.727709,1.560398,0.012111598,
9592.326139,1.559829,0.011698201,
9596.928983,1.55925,0.011292725,
9601.536246,1.558661,0.010895507,
9606.147935,1.558061,0.010506734,
9610.764056,1.557451,0.010126645,
9615.384615,1.556831,0.009755527,
9620.00962,1.556202,0.009393529,
9624.639076,1.555563,0.009040849,
9629.27299,1.554915,0.008697736,
9633.911368,1.554258,0.008364251,
9638.554217,1.553592,0.008040734,
9643.201543,1.552917,0.007727183,
9647.853353,1.552234,0.007423864,
9652.509653,1.551542,0.007130881,
9657.170449,1.550842,0.006848388,
9661.835749,1.550133,0.006576544,
9666.505558,1.549416,0.006315549,
9671.179884,1.548691,0.006065523,
9675.858732,1.547958,0.005826636,
9680.54211,1.547216,0.005599069,
9685.230024,1.546467,0.005383049,
9689.922481,1.54571,0.005178711,
9694.619486,1.544944,0.004986346,
9699.321048,1.54417,0.004806159,
9704.027171,1.543388,0.004638413,
9708.737864,1.542598,0.004483418,
9713.453133,1.5418,0.004341435,
9718.172983,1.540994,0.004212851,
9722.897423,1.540179,0.004097993,
9727.626459,1.539355,0.003997301,
9732.360097,1.538524,0.003911193,
9737.098345,1.537683,0.003840142,
9741.841208,1.536835,0.003784658,
9746.588694,1.535977,0.003745292,
9751.340809,1.535111,0.003722639,
9756.097561,1.534237,0.003717324,
9760.858956,1.533354,0.003730024,
9765.625,1.532462,0.003761461,
9770.395701,1.531562,0.003812385,
9775.171065,1.530654,0.003883618,
9779.9511,1.529738,0.003975981,
9784.735812,1.528814,0.00409039,
9789.525208,1.527882,0.00422773,
9794.319295,1.526944,0.004389009,
9799.118079,1.525998,0.004575166,
9803.921569,1.525046,0.004787287,
9808.729769,1.524089,0.005026353,
9813.542689,1.523126,0.005293514,
9818.360334,1.522159,0.005589771,
9823.182711,1.521188,0.005916318,
9828.009828,1.520215,0.006274211,
9832.841691,1.519241,0.006664486,
9837.678308,1.518266,0.007088353,
9842.519685,1.517291,0.007546822,
9847.36583,1.516319,0.008040929,
9852.216749,1.515351,0.008571675,
9857.072449,1.514388,0.009140104,
9861.932939,1.513432,0.009746923,
9866.798224,1.512485,0.010393147,
9871.668312,1.511549,0.011079302,
9876.54321,1.510626,0.01180625,
9881.422925,1.509718,0.012574417,
9886.307464,1.508827,0.013384347,
9891.196835,1.507956,0.014236063,
9896.091044,1.507107,0.015129972,
9900.990099,1.506284,0.016065767,
9905.894007,1.505487,0.017043555,
9910.802775,1.504722,0.018062984,
9915.716411,1.503989,0.019123167,
9920.634921,1.503292,0.020223676,
9925.558313,1.502634,0.021363371,
9930.486594,1.502018,0.022541056,
9935.419771,1.501446,0.023755314,
9940.357853,1.500922,0.025004692,
9945.300845,1.500448,0.026287114,
9950.248756,1.500027,0.027600455,
9955.201593,1.499662,0.028942567,
9960.159363,1.499355,0.030310642,
9965.122073,1.499108,0.031701845,
9970.089731,1.498924,0.033113336,
9975.062344,1.498806,0.034541611,
9980.03992,1.498754,0.03598317,
9985.022466,1.498771,0.037434543,
9990.00999,1.498858,0.038891617,
9995.002499,1.499017,0.040350333,
10000,1.499248,0.041806707,
10005.0025,1.499551,0.043256162,
10010.01001,1.499929,0.044694464,
10015.02253,1.500379,0.046116835,
10020.04008,1.500903,0.047518658,
10025.06266,1.501499,0.048895491,
10030.09027,1.502167,0.050242653,
10035.12293,1.502905,0.05155507,
10040.16064,1.503712,0.052828732,
10045.20342,1.504586,0.054058495,
10050.25126,1.505523,0.055240476,
10055.30417,1.506523,0.056369797,
10060.36217,1.50758,0.057442809,
10065.42526,1.508693,0.058455019,
10070.49345,1.509857,0.059403108,
10075.56675,1.511069,0.060283079,
10080.64516,1.512324,0.061092039,
10085.72869,1.513617,0.061826698,
10090.81736,1.514944,0.062484349,
10095.91116,1.5163,0.063062687,
10101.0101,1.517679,0.063559626,
10106.1142,1.519076,0.063973375,
10111.22346,1.520485,0.064302655,
10116.33789,1.5219,0.064546463,
10121.45749,1.523316,0.064704303,
10126.58228,1.524726,0.064775971,
10131.71226,1.526124,0.064761807,
10136.84744,1.527503,0.064662556,
10141.98783,1.528858,0.064479477,
10147.13343,1.530182,0.064214231,
10152.28426,1.531468,0.063869141,
10157.44033,1.532711,0.063446969,
10162.60163,1.533903,0.06295118,
10167.76817,1.535038,0.062385719,
10172.93998,1.536111,0.061755248,
10178.11705,1.537114,0.061065127,
10183.29939,1.538044,0.060321566,
10188.48701,1.538893,0.059531319,
10193.67992,1.539658,0.058702036,
10198.87812,1.540334,0.057842169,
10204.08163,1.540917,0.056961109,
10209.29045,1.541406,0.056068624,
10214.5046,1.541797,0.055175742,
10219.72407,1.542092,0.054293729,
10224.94888,1.54229,0.053434501,
10230.17903,1.542395,0.052610449,
10235.41453,1.542411,0.051833729,
10240.6554,1.542344,0.05111685,
10245.90164,1.542203,0.050471535,
10251.15325,1.541998,0.049908842,
10256.41026,1.54174,0.04943866,
10261.67265,1.541445,0.049069299,
10266.94045,1.541128,0.048807076,
10272.21366,1.540807,0.048655923,
10277.49229,1.5405,0.048616941,
10282.77635,1.540227,0.048688224,
10288.06584,1.540006,0.048864488,
10293.36078,1.539858,0.049137093,
10298.66117,1.539798,0.049493829,
10303.96703,1.539844,0.049919374,
10309.27835,1.540007,0.05039518,
10314.59515,1.540299,0.050900408,
10319.91744,1.540725,0.051411972,
10325.24522,1.541288,0.051905841,
10330.57851,1.541985,0.052357265,
10335.91731,1.542809,0.052742215,
10341.26163,1.543749,0.053037805,
10346.61148,1.544789,0.053223435,
10351.96687,1.545911,0.053281527,
10357.32781,1.547092,0.053198214,
10362.6943,1.548309,0.052963881,
10368.06636,1.549534,0.052573529,
10373.44398,1.550743,0.052026951,
10378.82719,1.551909,0.051328586,
10384.21599,1.553008,0.050487725,
10389.61039,1.554019,0.049517348,
10395.0104,1.554922,0.048434357,
10400.41602,1.555702,0.047258245,
10405.82726,1.556347,0.046011119,
10411.24414,1.556851,0.044715649,
10416.66667,1.55721,0.043395648,
10422.09484,1.557426,0.042073768,
10427.52868,1.557503,0.040771868,
10432.96818,1.557452,0.039510329,
10438.41336,1.557284,0.038306374,
10443.86423,1.557012,0.037174916,
10449.32079,1.556654,0.036127379,
10454.78306,1.556226,0.035172314,
10460.25105,1.555746,0.034314356,
10465.72475,1.555231,0.033555216,
10471.20419,1.5547,0.032893751,
10476.68937,1.554167,0.032325693,
10482.18029,1.553646,0.031844659,
10487.67698,1.55315,0.031442386,
10493.17943,1.552689,0.031109061,
10498.68766,1.55227,0.03083385,
10504.20168,1.551899,0.030605323,
10509.72149,1.55158,0.030411927,
10515.24711,1.551313,0.030242353,
10520.77854,1.5511,0.030085695,
10526.31579,1.550936,0.029931974,
10531.85887,1.550819,0.029772091,
10537.4078,1.550743,0.029598137,
10542.96257,1.550704,0.029403465,
10548.52321,1.550694,0.029182669,
10554.08971,1.550708,0.028931697,
10559.66209,1.550737,0.028647742,
10565.24036,1.550775,0.028329111,
10570.82452,1.550815,0.027975461,
10576.4146,1.55085,0.027587197,
10582.01058,1.550874,0.027165895,
10587.61249,1.550882,0.026713845,
10593.22034,1.550869,0.026233948,
10598.83413,1.55083,0.025729734,
10604.45387,1.550762,0.025205258,
10610.07958,1.55066,0.024664772,
10615.71125,1.550524,0.024112907,
10621.34891,1.550352,0.0235542,
10626.99256,1.550142,0.022993616,
10632.64221,1.549894,0.022435616,
10638.29787,1.549609,0.021884933,
